Variable,Category,Tag,Weight,Exclude,Require,Extra,Version
ah,style,reptile,6,[],[],[],furry
ah,style,dinosaur,2,[],[],[],furry
ah,style,chameleon,2,[],[],[],furry
ah,style,gecko,2,[],[],[],furry
ah,style,pterosaur,2,[],[],[],furry
ah,style,bear,6,[],[],[],furry
ah,style,giant panda,2,[],[],[],furry
ah,style,canine,6,[],[],[],furry
ah,style,feline,6,[],[],[],furry
ah,style,moth,6,[],[],[],furry
ah,style,ambiguous species,4,[],[],[],furry
am,mood,anthro,24,[],[],[],furry
am,mood,humanoid,4,[],[],[],furry
am,mood,feral,12,[],[],[],furry
am,mood,animal humanoid,6,[],[],[],furry
am,mood,were,6,[],[],[],furry
am,mood,demon,2,[],[],[],furry
am,mood,taur,4,[],[],[],furry
am,mood,robot,2,[],[],[],furry
am,mood,alien,2,[],[],[],furry
am,mood,monster,2,[],[],[],furry
am,mood,undead,2,[],[],[],furry
am,mood,elemental creature,2,[],[],[],furry
am,mood,angel,2,[],[],[],furry
am,mood,mythological creature,6,[],[],[],furry
am,mood,spirit,2,[],[],[],furry
am,mood,diety,2,[],[],[],furry
am,mood,waddling head,1,[],[],[],furry
am,mood,draconopede,1,[],[],[],furry
ap,theme,elf,6,[],[],[],furry
ap,theme,demon,6,[],[],[],furry
ap,theme,angel,6,[],[],[],furry
ap,theme,orc,6,[],[],[],furry
ap,theme,goblin,6,[],[],[],furry
ap,theme,ogre,6,[],[],[],furry
ap,theme,troll (mythology),6,[],[],[],furry
ap,theme,halfling,6,[],[],[],furry
ap,theme,imp,6,[],[],[],furry
ap,theme,monstrous humanoid,6,[],[],[],furry
ap,theme,alien,6,[],[],[],furry
ap,theme,flora fauna,6,[],[],[],furry
ap,theme,undead,6,[],[],[],furry
ap,theme,elemental creature,6,[],[],[],furry
ap,theme,skeleton,6,[],[],[],furry
ap,theme,human,6,[],[],[],furry
ap,theme,mineral fauna,6,[],[],[],furry
ap,theme,food creature,6,[],[],[],furry
ap,theme,goo creature,6,[],[],[],furry
ap,theme,robot,6,[],[],[],furry
ap,theme,monster,6,[],[],[],furry
ap,theme,ghost,6,[],[],[],furry
ap,theme,human,6,[],[],[],furry
ap,theme,merfolk,6,[],[],[],furry
ap,theme,harpy,6,[],[],[],furry
ap,theme,lamia,6,[],[],[],furry
ap,theme,oni,6,[],[],[],furry
ap,theme,spirit,6,[],[],[],furry
au,poses,centaur,12,[],[],[],furry
au,poses,kobold,12,[],[],[],furry
au,poses,sergal,6,[],[],[],furry
au,poses,protogen,6,[],[],[],furry
au,poses,animate inanimate,1,[],[],[],furry
au,poses,avali,4,[],[],[],furry
au,poses,minotaur,6,[],[],[],furry
af,expressions,dark body,6,[],[],[],furry
af,expressions,light body,6,[],[],[],furry
af,expressions,black body,6,[],[],[],furry
af,expressions,brown body,6,[],[],[],furry
af,expressions,gold body,6,[],[],[],furry
af,expressions,green body,6,[],[],[],furry
af,expressions,grey body,6,[],[],[],furry
af,expressions,orange body,6,[],[],[],furry
af,expressions,pink body,6,[],[],[],furry
af,expressions,purple body,6,[],[],[],furry
af,expressions,red body,6,[],[],[],furry
af,expressions,silver body,6,[],[],[],furry
af,expressions,tan body,6,[],[],[],furry
af,expressions,teal body,6,[],[],[],furry
af,expressions,white body,6,[],[],[],furry
af,expressions,yellow body,6,[],[],[],furry
ay,body,amber eyes,6,[],[],[],furry
ay,body,black eyes,6,[],[],[],furry
ay,body,blue eyes,6,[],[],[],furry
ay,body,brown eyes,6,[],[],[],furry
ay,body,green eyes,6,[],[],[],furry
ay,body,grey eyes,6,[],[],[],furry
ay,body,orange eyes,6,[],[],[],furry
ay,body,pink eyes,6,[],[],[],furry
ay,body,purple eyes,6,[],[],[],furry
ay,body,red eyes,6,[],[],[],furry
ay,body,silver eyes,6,[],[],[],furry
ay,body,teal eyes,6,[],[],[],furry
ay,body,white eyes,6,[],[],[],furry
ay,body,yellow eyes,6,[],[],[],furry
a_,body_type,amber sclera,6,[],[],[],furry
a_,body_type,black sclera,6,[],[],[],furry
a_,body_type,blue sclera,6,[],[],[],furry
a_,body_type,brown sclera,6,[],[],[],furry
a_,body_type,cyan sclera,6,[],[],[],furry
a_,body_type,green sclera,6,[],[],[],furry
a_,body_type,grey sclera,6,[],[],[],furry
a_,body_type,orange sclera,6,[],[],[],furry
a_,body_type,pink sclera,6,[],[],[],furry
a_,body_type,purple sclera,6,[],[],[],furry
a_,body_type,red sclera,6,[],[],[],furry
a_,body_type,yellow sclera,6,[],[],[],furry
ab,markings,<3 eyes,6,[],[],[],furry
ab,markings,beady eyes,6,[],[],[],furry
ab,markings,big eyes,6,[],[],[],furry
ab,markings,cute eyes,6,[],[],[],furry
ab,markings,empty eyes,6,[],[],[],furry
ab,markings,glistening eyes,6,[],[],[],furry
ab,markings,glowing eyes,6,[],[],[],furry
ab,markings,lidded eyes,6,[],[],[],furry
ab,markings,ringed eyes,4,[],[],[],furry
ab,markings,simple eyes,6,[],[],[],furry
ab,markings,dot eyes,6,[],[],[],furry
ab,markings,small eyes,6,[],[],[],furry
ab,markings,spiral eyes,4,[],[],[],furry
ab,markings,star eyes,6,[],[],[],furry
ab,markings,vertical bar eyes,6,[],[],[],furry
ab,markings,slit pupils,3,[],[],[],furry
aw,features,auburn hair,6,[],[],[],furry
aw,features,black hair,6,[],[],[],furry
aw,features,blonde hair,6,[],[],[],furry
aw,features,blue hair,6,[],[],[],furry
aw,features,brown hair,6,[],[],[],furry
aw,features,cream hair,6,[],[],[],furry
aw,features,green hair,6,[],[],[],furry
aw,features,grey hair,6,[],[],[],furry
aw,features,orange hair,6,[],[],[],furry
aw,features,pink hair,6,[],[],[],furry
aw,features,purple hair,6,[],[],[],furry
aw,features,red hair,6,[],[],[],furry
aw,features,silver hair,6,[],[],[],furry
aw,features,tan hair,6,[],[],[],furry
aw,features,teal hair,6,[],[],[],furry
aw,features,white hair,6,[],[],[],furry
ax,extras,multicolored hair,6,[],[],[],furry
ax,extras,gradient hair,6,[],[],[],furry
ax,extras,hair highlights,6,[],[],[],furry
ax,extras,spotted hair,6,[],[],[],furry
ax,extras,striped hair,6,[],[],[],furry
av,clothing,long hair,24,[],[],[],furry
av,clothing,medium hair,24,[],[],[],furry
av,clothing,short hair,24,[],[],[],furry
av,clothing,bald,1,[],[],[],furry
ak,species,afro,6,[],[],[],furry
ak,species,bob cut,6,[],[],[],furry
ak,species,bowl cut,6,[],[],[],furry
ak,species,braided hair,6,[],[],[],furry
ak,species,dreadlocks,6,[],[],[],furry
ak,species,drill curls,6,[],[],[],furry
ak,species,fauxhawk,6,[],[],[],furry
ak,species,hair bun,6,[],[],[],furry
ak,species,hair buns,6,[],[],[],furry
ak,species,mohawk (hairstyle),6,[],[],[],furry
ak,species,pigtails,6,[],[],[],furry
ak,species,pixie cut,6,[],[],[],furry
ak,species,ponytail,6,[],[],[],furry
ak,species,undercut,6,[],[],[],furry
ak,species,twintails (hairstyle),6,[],[],[],furry
ak,species,mane hair,2,[],[],[],furry
aj,species_features,big hair,6,[],[],[],furry
aj,species_features,curled hair,6,[],[],[],furry
aj,species_features,fluffy hair,6,[],[],[],furry
aj,species_features,glistening hair,6,[],[],[],furry
aj,species_features,glowing hair,2,[],[],[],furry
aj,species_features,messy hair,6,[],[],[],furry
aj,species_features,spiky hair,6,[],[],[],furry
aj,species_features,tentacle hair,2,[],[],[],furry
aj,species_features,liquid hair,1,[],[],[],furry
aj,species_features,goo hair,1,[],[],[],furry
aj,species_features,plant hair,1,[],[],[],furry
aj,species_features,flaming hair,2,[],[],[],furry
aj,species_features,wavy hair,6,[],[],[],furry
aC,colors,ahoge,6,[],[],[],furry
aC,colors,blunt bangs,6,[],[],[],furry
aC,colors,crossed bangs,6,[],[],[],furry
aC,colors,hair over eye,6,[],[],[],furry
aC,colors,hair over eyes,6,[],[],[],furry
aI,patterns,flat chested,3,[],[],[],furry
aI,patterns,small breasts,6,[],[],[],furry
aI,patterns,medium breasts,6,[],[],[],furry
aI,patterns,big breasts,3,[],[],[],furry
aI,patterns,huge breasts,2,[],[],[],furry
aS,accessories,collarbone,6,[],[],[],furry
aS,accessories,small waist,6,[],[],[],furry
aS,accessories,wide hips,6,[],[],[],furry
aS,accessories,thigh gap,2,[],[],[],furry
aS,accessories,3 eyes,2,[],[],[],furry
aS,accessories,1 eye,3,[],[],[],furry
aS,accessories,multi eye,2,[],[],[],furry
aS,accessories,multi arm,2,[],[],[],furry
aS,accessories,multi horn,2,[],[],[],furry
aS,accessories,multi tail,2,[],[],[],furry
aS,accessories,multi wing,2,[],[],[],furry
aS,accessories,thick eyebrows,6,[],[],[],furry
aS,accessories,thick eyelashes,6,[],[],[],furry
aS,accessories,teeth,6,[],[],[],furry
aS,accessories,overweight,6,[],[],[],furry
aS,accessories,stocky,6,[],[],[],furry
aS,accessories,slightly chubby,6,[],[],[],furry
aS,accessories,muscular,6,[],[],[],furry
aS,accessories,slim,6,[],[],[],furry
aS,accessories,athletic,6,[],[],[],furry
aS,accessories,short,6,[],[],[],furry
aS,accessories,tall,6,[],[],[],furry
aS,accessories,musclegut,6,[],[],[],furry
aS,accessories,big muscles,6,[],[],[],furry
aS,accessories,curvy figure,6,[],[],[],furry
aS,accessories,hourglass figure,6,[],[],[],furry
aS,accessories,pear-shaped figure,6,[],[],[],furry
aS,accessories,voluptuous,6,[],[],[],furry
aS,accessories,short stack,6,[],[],[],furry
aS,accessories,teapot (body type),6,[],[],[],furry
aS,accessories,girly,6,[],[],[],furry
aS,accessories,manly,6,[],[],[],furry
aS,accessories,mature,6,[],[],[],furry
aS,accessories,young,6,[],[],[],furry
aS,accessories,old,6,[],[],[],furry
aS,accessories,small butt,6,[],[],[],furry
aS,accessories,big butt,6,[],[],[],furry
aS,accessories,huge butt,2,[],[],[],furry
aS,accessories,beauty mark,6,[],[],[],furry
aS,accessories,freckles,6,[],[],[],furry
aS,accessories,abs,6,[],[],[],furry
aS,accessories,biceps,6,[],[],[],furry
aS,accessories,skinny,6,[],[],[],furry
aS,accessories,thick arms,6,[],[],[],furry
aS,accessories,thick lips,1,[],[],[],furry
aS,accessories,lips,1,[],[],[],furry
aS,accessories,body hair,6,[],[],[],furry
aS,accessories,glistening body,6,[],[],[],furry
aS,accessories,glowing body,6,[],[],[],furry
aS,accessories,metallic body,6,[],[],[],furry
aS,accessories,mottled body,6,[],[],[],furry
aS,accessories,spotted body,6,[],[],[],furry
aS,accessories,striped body,6,[],[],[],furry
aS,accessories,translucent body,6,[],[],[],furry
aS,accessories,markings,6,[],[],[],furry
aS,accessories,feathers,6,[],[],[],furry
aS,accessories,fur,6,[],[],[],furry
aS,accessories,eye scar,2,[],[],[],furry
aS,accessories,scar,2,[],[],[],furry
aS,accessories,scales,6,[],[],[],furry
aS,accessories,long eyelashes,6,[],[],[],furry
aS,accessories,tail,6,[],[],[],furry
aS,accessories,bioluminescence,6,[],[],[],furry
aS,accessories,long ears,2,[],[],[],furry
aS,accessories,big ears,2,[],[],[],furry
aS,accessories,pivoted ears,2,[],[],[],furry
aS,accessories,dipstick ears,2,[],[],[],furry
aS,accessories,floppy ears,2,[],[],[],furry
aA,actions,hat,36,[],[],[],furry
aA,actions,bowler hat,6,[],[],[],furry
aA,actions,fedora,6,[],[],[],furry
aA,actions,top hat,6,[],[],[],furry
aA,actions,aviator cap,6,[],[],[],furry
aA,actions,biker cap,6,[],[],[],furry
aA,actions,chef hat,6,[],[],[],furry
aA,actions,cowboy hat,6,[],[],[],furry
aA,actions,hard hat,6,[],[],[],furry
aA,actions,nurse hat,6,[],[],[],furry
aA,actions,police hat,6,[],[],[],furry
aA,actions,santa hat,6,[],[],[],furry
aA,actions,staw hat,6,[],[],[],furry
aA,actions,ushanka,6,[],[],[],furry
aA,actions,witch hat,6,[],[],[],furry
aA,actions,wizard hat,6,[],[],[],furry
aA,actions,beanie,6,[],[],[],furry
aA,actions,beret,6,[],[],[],furry
aA,actions,baseball cap,6,[],[],[],furry
aA,actions,dunce cap,6,[],[],[],furry
aA,actions,flat cap,6,[],[],[],furry
aA,actions,jester cap,6,[],[],[],furry
aA,actions,party hat,6,[],[],[],furry
aA,actions,sun hat,6,[],[],[],furry
aA,actions,helmet,8,[],[],[],furry
aA,actions,cabbie hat,6,[],[],[],furry
aA,actions,circlet,6,[],[],[],furry
aA,actions,crown,6,[],[],[],furry
aA,actions,diadem,6,[],[],[],furry
aA,actions,tiara,6,[],[],[],furry
aA,actions,bandana,6,[],[],[],furry
aA,actions,bonnet,6,[],[],[],furry
aq,extras2,hair ribbon,6,[],[],[],furry
aq,extras2,hair bow,6,[],[],[],furry
aq,extras2,hairband,6,[],[],[],furry
aq,extras2,headdress,6,[],[],[],furry
aq,extras2,veil,6,[],[],[],furry
aq,extras2,hooded cloak,6,[],[],[],furry
aD,special,dress,24,[],[],[],furry
aD,special,short dress,18,[],[],[],furry
aD,special,long dress,18,[],[],[],furry
aD,special,christmas dress,6,[],[],[],furry
aD,special,chinese dress,6,[],[],[],furry
aD,special,cocktail dress,6,[],[],[],furry
aD,special,evening gown,6,[],[],[],furry
aD,special,nurse dress,6,[],[],[],furry
aD,special,sundress,6,[],[],[],furry
aD,special,wedding dress,6,[],[],[],furry
aD,special,backless dress,6,[],[],[],furry
aD,special,frilly dress,6,[],[],[],furry
aD,special,slit dress,6,[],[],[],furry
aD,special,strapless dress,6,[],[],[],furry
aD,special,turtleneck dress,6,[],[],[],furry
aD,special,pattern dress,6,[],[],[],furry
aD,special,tight dress,6,[],[],[],furry
aD,special,halter dress,6,[],[],[],furry
aD,special,tube dress,6,[],[],[],furry
aD,special,collared dress,6,[],[],[],furry
aD,special,sailor dress,6,[],[],[],furry
aD,special,gown,6,[],[],[],furry
aD,special,dirndl,6,[],[],[],furry
aD,special,sweater dress,6,[],[],[],furry
aD,special,fur-trimmed dress,6,[],[],[],furry
aD,special,latex dress,6,[],[],[],furry
aD,special,layered dress,6,[],[],[],furry
aD,special,ribbed dress,6,[],[],[],furry
aD,special,ribbon-trimmed dress,6,[],[],[],furry
aD,special,see-through dress,6,[],[],[],furry
aD,special,sleeveless dress,6,[],[],[],furry
aD,special,fundoshi,6,[],[],[],furry
aD,special,hakama,6,[],[],[],furry
aD,special,kimono,6,[],[],[],furry
aD,special,yukata,6,[],[],[],furry
aD,special,furisode,6,[],[],[],furry
aM,species_cat,leggings,6,[],[],[],furry
aM,species_cat,leg warmers,6,[],[],[],furry
aM,species_cat,pantyhose,6,[],[],[],furry
aM,species_cat,stockings,6,[],[],[],furry
aM,species_cat,tights,6,[],[],[],furry
aM,species_cat,thigh highs,6,[],[],[],furry
aM,species_cat,socks,6,[],[],[],furry
aM,species_cat,loose socks,6,[],[],[],furry
aM,species_cat,knee socks,6,[],[],[],furry
aM,species_cat,thigh socks,6,[],[],[],furry
aM,species_cat,ankle socks,6,[],[],[],furry
az,species_canine,blouse,6,[],[],[],furry
az,species_canine,frilled shirt,6,[],[],[],furry
az,species_canine,sleeveless shirt,6,[],[],[],furry
az,species_canine,bustier,6,[],[],[],furry
az,species_canine,crop top,6,[],[],[],furry
az,species_canine,camisole,6,[],[],[],furry
az,species_canine,babydoll,6,[],[],[],furry
az,species_canine,chemise,6,[],[],[],furry
az,species_canine,nightgown,6,[],[],[],furry
az,species_canine,cardigan,6,[],[],[],furry
az,species_canine,cardigan,6,[],[],[],furry
az,species_canine,cardigan vest,6,[],[],[],furry
az,species_canine,coat,6,[],[],[],furry
az,species_canine,fur coat,6,[],[],[],furry
az,species_canine,fur-trimmed coat,6,[],[],[],furry
az,species_canine,long coat,6,[],[],[],furry
az,species_canine,overcoat,6,[],[],[],furry
az,species_canine,raincoat,6,[],[],[],furry
az,species_canine,trenchcoat,6,[],[],[],furry
az,species_canine,winter coat,6,[],[],[],furry
az,species_canine,compression shirt,6,[],[],[],furry
az,species_canine,hoodie,6,[],[],[],furry
az,species_canine,criss-cross halter,6,[],[],[],furry
az,species_canine,jacket,6,[],[],[],furry
az,species_canine,blazer,6,[],[],[],furry
az,species_canine,cropped jacket,6,[],[],[],furry
az,species_canine,letterman jacket,6,[],[],[],furry
az,species_canine,suit jacket,6,[],[],[],furry
az,species_canine,leather jacket,6,[],[],[],furry
az,species_canine,poncho,6,[],[],[],furry
az,species_canine,shirt,6,[],[],[],furry
az,species_canine,collared shirt,6,[],[],[],furry
az,species_canine,dress shirt,6,[],[],[],furry
az,species_canine,off-shoulder shirt,6,[],[],[],furry
az,species_canine,sleeveless shirt,6,[],[],[],furry
az,species_canine,striped shirt,6,[],[],[],furry
az,species_canine,t-shirt,6,[],[],[],furry
az,species_canine,surcoat,6,[],[],[],furry
az,species_canine,sweater,6,[],[],[],furry
az,species_canine,turtleneck,6,[],[],[],furry
az,species_canine,sleeveless turtleneck,6,[],[],[],furry
az,species_canine,ribbed sweater,6,[],[],[],furry
az,species_canine,aran sweater,6,[],[],[],furry
az,species_canine,argyle sweater,6,[],[],[],furry
az,species_canine,virgin killer sweater,6,[],[],[],furry
az,species_canine,tabard,6,[],[],[],furry
az,species_canine,tailcoat,6,[],[],[],furry
az,species_canine,tank top,6,[],[],[],furry
az,species_canine,tube top,6,[],[],[],furry
az,species_canine,bandeau,6,[],[],[],furry
az,species_canine,underbust,6,[],[],[],furry
az,species_canine,vest,6,[],[],[],furry
az,species_canine,sweater vest,6,[],[],[],furry
az,species_canine,waistcoat,6,[],[],[],furry
az,species_canine,chest wraps,6,[],[],[],furry
az,species_canine,front-tie top,6,[],[],[],furry
az,species_canine,jersey,6,[],[],[],furry
az,species_canine,baggy shirt,6,[],[],[],furry
az,species_canine,polo shirt,6,[],[],[],furry
az,species_canine,undershirt,6,[],[],[],furry
az,species_canine,keyhole turtleneck,6,[],[],[],furry
aP,species_other,bloomers,6,[],[],[],furry
aP,species_other,buruma,6,[],[],[],furry
aP,species_other,chaps,6,[],[],[],furry
aP,species_other,kilt,6,[],[],[],furry
aP,species_other,pants,6,[],[],[],furry
aP,species_other,tight pants,6,[],[],[],furry
aP,species_other,baggy pants,6,[],[],[],furry
aP,species_other,bell-bottoms,6,[],[],[],furry
aP,species_other,capri pants,6,[],[],[],furry
aP,species_other,jeans,6,[],[],[],furry
aP,species_other,rolled up pants,6,[],[],[],furry
aP,species_other,pelvic curtain,6,[],[],[],furry
aP,species_other,petticoat,6,[],[],[],furry
aP,species_other,shorts,6,[],[],[],furry
aP,species_other,denim shorts,6,[],[],[],furry
aP,species_other,dolphin shorts,6,[],[],[],furry
aP,species_other,gym shorts,6,[],[],[],furry
aP,species_other,micro shorts,6,[],[],[],furry
aP,species_other,short shorts,6,[],[],[],furry
aP,species_other,suspender shorts,6,[],[],[],furry
aP,species_other,skirt,6,[],[],[],furry
aP,species_other,high-waist skirt,6,[],[],[],furry
aP,species_other,long skirt,6,[],[],[],furry
aP,species_other,microskirt,6,[],[],[],furry
aP,species_other,miniskirt,6,[],[],[],furry
aP,species_other,overall skirt,6,[],[],[],furry
aP,species_other,plaid skirt,6,[],[],[],furry
aP,species_other,pleated skirt,6,[],[],[],furry
aP,species_other,suspender skirt,6,[],[],[],furry
aP,species_other,sweatpants,6,[],[],[],furry
aP,species_other,camo pants,6,[],[],[],furry
aP,species_other,cargo pants,6,[],[],[],furry
aP,species_other,harem pants,6,[],[],[],furry
aP,species_other,leather pants,6,[],[],[],furry
aP,species_other,sagging pants,6,[],[],[],furry
aP,species_other,booty shorts,6,[],[],[],furry
aP,species_other,cargo shorts,6,[],[],[],furry
aP,species_other,daisy dukes,6,[],[],[],furry
aP,species_other,hot pants,6,[],[],[],furry
aP,species_other,short shorts,6,[],[],[],furry
aP,species_other,track shorts,6,[],[],[],furry
aP,species_other,grass skirt,6,[],[],[],furry
aR,species_mythical,boots,6,[],[],[],furry
aR,species_mythical,ankle boots,6,[],[],[],furry
aR,species_mythical,cowboy boots,6,[],[],[],furry
aR,species_mythical,knee boots,6,[],[],[],furry
aR,species_mythical,high heel boots,6,[],[],[],furry
aR,species_mythical,lace-up boots,6,[],[],[],furry
aR,species_mythical,rubber boots,6,[],[],[],furry
aR,species_mythical,thigh boots,6,[],[],[],furry
aR,species_mythical,dress shoes,6,[],[],[],furry
aR,species_mythical,flats,6,[],[],[],furry
aR,species_mythical,high heels,6,[],[],[],furry
aR,species_mythical,loafers,6,[],[],[],furry
aR,species_mythical,mary janes,6,[],[],[],furry
aR,species_mythical,platform footwear,6,[],[],[],furry
aR,species_mythical,pointy footwear,6,[],[],[],furry
aR,species_mythical,pumps,6,[],[],[],furry
aR,species_mythical,sandals,6,[],[],[],furry
aR,species_mythical,flip-flops,6,[],[],[],furry
aR,species_mythical,geta,6,[],[],[],furry
aR,species_mythical,gladiator sandals,6,[],[],[],furry
aR,species_mythical,slippers,6,[],[],[],furry
aR,species_mythical,animal slippers,6,[],[],[],furry
aR,species_mythical,ballet slippers,6,[],[],[],furry
aR,species_mythical,crocs,6,[],[],[],furry
aR,species_mythical,sneakers,6,[],[],[],furry
aR,species_mythical,high tops,6,[],[],[],furry
aR,species_mythical,converse,6,[],[],[],furry
aR,species_mythical,toeless footwear,6,[],[],[],furry
aR,species_mythical,wedge heels,6,[],[],[],furry
aR,species_mythical,footwear,6,[],[],[],furry
aT,species_aquatic,armor,6,[],[],[],furry
aT,species_aquatic,power armor,6,[],[],[],furry
aT,species_aquatic,armored dress,6,[],[],[],furry
aT,species_aquatic,bikini armor,6,[],[],[],furry
aT,species_aquatic,cassock,6,[],[],[],furry
aT,species_aquatic,cheerleader,6,[],[],[],furry
aT,species_aquatic,ghost costume,6,[],[],[],furry
aT,species_aquatic,business suit,6,[],[],[],furry
aT,species_aquatic,pant suit,6,[],[],[],furry
aT,species_aquatic,skirt suit,6,[],[],[],furry
aT,species_aquatic,black tie (suit),6,[],[],[],furry
aT,species_aquatic,gym uniform,6,[],[],[],furry
aT,species_aquatic,harem outfit,6,[],[],[],furry
aT,species_aquatic,hazmat suit,6,[],[],[],furry
aT,species_aquatic,maid,6,[],[],[],furry
aT,species_aquatic,miko,6,[],[],[],furry
aT,species_aquatic,military uniform,6,[],[],[],furry
aT,species_aquatic,overalls,6,[],[],[],furry
aT,species_aquatic,pajamas,6,[],[],[],furry
aT,species_aquatic,pilot suit,6,[],[],[],furry
aT,species_aquatic,santa costume,6,[],[],[],furry
aT,species_aquatic,school uniform,6,[],[],[],furry
aT,species_aquatic,serafuku,6,[],[],[],furry
aT,species_aquatic,track suit,6,[],[],[],furry
aT,species_aquatic,tutu,6,[],[],[],furry
aT,species_aquatic,waitress,6,[],[],[],furry
aT,species_aquatic,cowboy outfit,6,[],[],[],furry
aT,species_aquatic,magical girl,6,[],[],[],furry
aT,species_aquatic,lab coat,6,[],[],[],furry
aT,species_aquatic,police,6,[],[],[],furry
aT,species_aquatic,race queen,6,[],[],[],furry
aT,species_aquatic,bride,6,[],[],[],furry
aT,species_aquatic,knight,6,[],[],[],furry
aT,species_aquatic,tomboy,6,[],[],[],furry
aT,species_aquatic,soccer uniform,6,[],[],[],furry
aT,species_aquatic,employee uniform,6,[],[],[],furry
aT,species_aquatic,dancer,6,[],[],[],furry
aT,species_aquatic,spacesuit,6,[],[],[],furry
aT,species_aquatic,gyaru,6,[],[],[],furry
aT,species_aquatic,kogal,6,[],[],[],furry
aT,species_aquatic,soldier,6,[],[],[],furry
aT,species_aquatic,pirate,6,[],[],[],furry
aT,species_aquatic,princess,6,[],[],[],furry
aT,species_aquatic,samurai,6,[],[],[],furry
aT,species_aquatic,priest,6,[],[],[],furry
aT,species_aquatic,nun,6,[],[],[],furry
aT,species_aquatic,baseball uniform,6,[],[],[],furry
aT,species_aquatic,basketball uniform,6,[],[],[],furry
aT,species_aquatic,firefighter uniform,6,[],[],[],furry
aN,species_bird,bikesuit,6,[],[],[],furry
aN,species_bird,racing suit,6,[],[],[],furry
aN,species_bird,bodysuit,6,[],[],[],furry
aN,species_bird,jumpsuit,6,[],[],[],furry
aN,species_bird,leotard,6,[],[],[],furry
aN,species_bird,thong leotard,6,[],[],[],furry
aN,species_bird,robe,6,[],[],[],furry
aN,species_bird,unitard,6,[],[],[],furry
aN,species_bird,onesie,6,[],[],[],furry
aN,species_bird,coveralls,6,[],[],[],furry
aN,species_bird,prison uniform,6,[],[],[],furry
aL,species_reptile,swimwear,6,[],[],[],furry
aL,species_reptile,swimsuit,6,[],[],[],furry
aL,species_reptile,one-piece swimsuit,6,[],[],[],furry
aL,species_reptile,square bikini,6,[],[],[],furry
aL,species_reptile,school swimsuit,6,[],[],[],furry
aL,species_reptile,bikini,6,[],[],[],furry
aL,species_reptile,string bikini,6,[],[],[],furry
aL,species_reptile,micro bikini,6,[],[],[],furry
aL,species_reptile,thong bikini,6,[],[],[],furry
aL,species_reptile,sports bikini,6,[],[],[],furry
aL,species_reptile,swim briefs,6,[],[],[],furry
aL,species_reptile,wetsuit,6,[],[],[],furry
aL,species_reptile,front-tie bikini top,6,[],[],[],furry
aL,species_reptile,strapless bikini,6,[],[],[],furry
aL,species_reptile,maid bikini,6,[],[],[],furry
aL,species_reptile,swim trunks,6,[],[],[],furry
aL,species_reptile,bikini thong,6,[],[],[],furry
aL,species_reptile,speedo,6,[],[],[],furry
aE,clothing_full,apron,6,[],[],[],furry
aE,clothing_full,cape,6,[],[],[],furry
aE,clothing_full,capelet,6,[],[],[],furry
aE,clothing_full,hood,6,[],[],[],furry
aE,clothing_full,bodystocking,6,[],[],[],furry
aE,clothing_full,ascot,6,[],[],[],furry
aE,clothing_full,bowtie,6,[],[],[],furry
aE,clothing_full,choker,6,[],[],[],furry
aE,clothing_full,collar,6,[],[],[],furry
aE,clothing_full,epaulettes,6,[],[],[],furry
aE,clothing_full,feather boa,6,[],[],[],furry
aE,clothing_full,lapels,6,[],[],[],furry
aE,clothing_full,neckerchief,6,[],[],[],furry
aE,clothing_full,necklace,6,[],[],[],furry
aE,clothing_full,necktie,6,[],[],[],furry
aE,clothing_full,neck ribbon,6,[],[],[],furry
aE,clothing_full,scarf,6,[],[],[],furry
aE,clothing_full,shawl,6,[],[],[],furry
aE,clothing_full,anklet,6,[],[],[],furry
aE,clothing_full,armband,6,[],[],[],furry
aE,clothing_full,armlet,6,[],[],[],furry
aE,clothing_full,bracelet,6,[],[],[],furry
aE,clothing_full,bangle,6,[],[],[],furry
aE,clothing_full,spiked bracelet,6,[],[],[],furry
aE,clothing_full,bridal gauntlets,6,[],[],[],furry
aE,clothing_full,detached sleeves,6,[],[],[],furry
aE,clothing_full,arm warmers,6,[],[],[],furry
aE,clothing_full,gloves,6,[],[],[],furry
aE,clothing_full,fingerless gloves,6,[],[],[],furry
aE,clothing_full,elbow gloves,6,[],[],[],furry
aE,clothing_full,mittens,6,[],[],[],furry
aE,clothing_full,ring,6,[],[],[],furry
aE,clothing_full,wide sleeves,6,[],[],[],furry
aE,clothing_full,wristband,6,[],[],[],furry
aE,clothing_full,wrist cuffs,6,[],[],[],furry
aE,clothing_full,ankle cuffs,6,[],[],[],furry
aE,clothing_full,wrist scrunchie,6,[],[],[],furry
aE,clothing_full,belly chain,6,[],[],[],furry
aE,clothing_full,belt,6,[],[],[],furry
aE,clothing_full,brooch,6,[],[],[],furry
aE,clothing_full,buttons,6,[],[],[],furry
aE,clothing_full,corsage,6,[],[],[],furry
aE,clothing_full,cuff links,6,[],[],[],furry
aE,clothing_full,sarong,6,[],[],[],furry
aE,clothing_full,sash,6,[],[],[],furry
aE,clothing_full,suspenders,6,[],[],[],furry
aE,clothing_full,tassel,6,[],[],[],furry
aE,clothing_full,cutout,6,[],[],[],furry
aE,clothing_full,frills,6,[],[],[],furry
aE,clothing_full,gold trim,6,[],[],[],furry
aE,clothing_full,lace trim,6,[],[],[],furry
aE,clothing_full,see-through,6,[],[],[],furry
